"cancer" "mutation" "mu0" "mu1" "mu"
"GBM" "GCC_A" -18.1142439233178 0.800890912600423 -15.3206368541886
"GBM" "GCC_G" -17.5281622328952 0.511456893521447 -15.7802853901273
"GBM" "GCC_T" -17.0267785500532 0.836622094247926 -14.101666251807
"GBM" "GCG_A" -18.1205410060687 0.775294758127297 -15.4208128745985
"GBM" "GCG_G" -17.1284777157534 0.30137684046523 -16.1164584581559
"GBM" "GCG_T" -15.7489763946438 1.26229864070332 -11.2131796323968
"GBM" "GCT_A" -17.8581468593564 0.767714645906454 -15.1861683865513
"GBM" "GCT_G" -17.9977908797779 0.579370091166677 -16.0076987299145
"GBM" "GCT_T" -16.7906022224623 0.670522410519356 -14.4723346249523
"GBM" "GTA_A" -18.3584914954205 0.752092827335469 -15.7436275198538
"GBM" "GTA_C" -17.4703872621499 0.81029489037228 -14.6422211730083
"GBM" "GTA_G" -18.5488035824244 0.680133220335638 -16.1957327598055
"GBM" "GTC_A" -18.7722874981381 0.857373411131378 -15.7705574598873
"GBM" "GTC_C" -17.0130562944415 0.683293447091467 -14.6485331440274
"GBM" "GTC_G" -18.6389740481126 0.646095196659264 -16.4089917135324
"GBM" "GTG_A" -17.9486585027886 0.549757437243137 -16.0644262024178
"GBM" "GTG_C" -17.9164713804111 0.825844068304145 -15.0310825234789
"GBM" "GTG_G" -17.7627855512169 0.566880575685966 -15.8173869067768
"GBM" "GTT_A" -18.6842088564106 0.923916460414451 -15.4355609961084
"GBM" "GTT_C" -16.7195454890281 0.651790306972429 -14.4690018961705
"GBM" "GTT_G" -19.6630952219591 0.951651193564891 -16.3109714486243
"GBM" "TCA_A" -16.774567297986 0.578091469885735 -14.7890537246551
"GBM" "TCA_G" -16.5314945144945 0.461411549900213 -14.9608080607425
"GBM" "TCA_T" -16.1187315694318 0.521005831818155 -14.33691909888
"GBM" "TCC_A" -18.1201922251139 0.900154401392359 -14.9599337886664
"GBM" "TCC_G" -18.1057436424 0.818857449585047 -15.2460787813062
"GBM" "TCC_T" -16.7131605191452 0.70716149433365 -14.2620091471933
"GBM" "TCG_A" -17.8003067962294 0.909936887543105 -14.6036891382142
"GBM" "TCG_G" -17.7491879773855 0.618510039619241 -15.6186062454446
"GBM" "TCG_T" -16.189569098883 1.24877550721946 -11.7063283742644
"GBM" "TCT_A" -17.3998393684629 0.665712935401127 -15.0989737944108
"GBM" "TCT_G" -17.1888326457369 0.707073523512719 -14.7380009914205
"GBM" "TCT_T" -17.3828353265551 0.840206920858375 -14.4445000624413
"GBM" "TTA_A" -17.8057207295463 0.674018585225899 -15.4747969949417
"GBM" "TTA_C" -16.6951341053608 0.546688740286611 -14.8218503066448
"GBM" "TTA_G" -19.5392026701493 0.934690902081781 -16.2503960667973
"GBM" "TTC_A" -18.4643921144301 0.762038621292909 -15.8131772190137
"GBM" "TTC_C" -18.1027256537961 0.84147063807522 -15.1597277706664
"GBM" "TTC_G" -20.2078880823159 1.03241003271717 -16.5525167367116
"GBM" "TTG_A" -19.3205384811939 0.914909465483113 -16.1054231645422
"GBM" "TTG_C" -18.4100707253073 0.854767628610578 -15.4179716376923
"GBM" "TTG_G" -17.6143391947318 0.425095026879513 -16.1715201005129
"GBM" "TTT_A" -19.4783583611452 0.965926029399497 -16.072845140272
"GBM" "TTT_C" -17.2031929665245 0.622292319323937 -15.0590009228446
"GBM" "TTT_G" -18.066496059051 0.617632259415795 -15.9390721115396
"HC" "ACA_A" -19.0694328655189 1.31855127299659 -13.7466868651749
"HC" "ACA_G" -18.8979756076303 0.963248908314083 -15.205018240163
"HC" "ACA_T" -17.5060024948005 0.899513107215755 -14.0933316061576
"HC" "ACC_A" -18.2444474782972 1.12698658028357 -13.8140820816739
"HC" "ACC_G" -18.8290468497367 0.965492916968197 -15.1261501204417
"HC" "ACC_T" -17.430469535547 0.899157711688817 -14.0193504677444
"HC" "ACG_A" -18.4630098817256 1.26389582763742 -13.397996165029
"HC" "ACG_G" -17.8745288773155 0.763488848333674 -15.0464245708808
"HC" "ACG_T" -14.4737729166466 0.677636257389546 -12.0044054933223
"HC" "ACT_A" -19.0222937540315 1.23400999285834 -14.0971673828549
"HC" "ACT_G" -18.6199017407085 0.968309073976603 -14.9045246943497
"HC" "ACT_T" -18.1362308492869 1.02837421545177 -14.1528979325703
"HC" "ATA_A" -19.2460721178877 1.28681094043771 -14.0732983503085
"HC" "ATA_C" -15.7134326429627 0.806919830251707 -12.7007706002839
"HC" "ATA_G" -18.931915056864 0.961240731232335 -15.2478484378074
"HC" "ATC_A" -18.6050693331959 1.04188479461948 -14.5610060894771
"HC" "ATC_C" -17.2349112218166 0.841494423664967 -14.0739069667137
"HC" "ATC_G" -18.6359212699312 0.838896238662543 -15.4861074510334
"HC" "ATG_A" -19.8598042795595 1.40617959159246 -14.1187968862834
"HC" "ATG_C" -16.931661153647 0.906778709770066 -13.4872380477964
"HC" "ATG_G" -19.3637020336277 0.991354748331359 -15.5459132419235
"HC" "ATT_A" -18.9080036585932 1.06209262800583 -14.7727966414974
"HC" "ATT_C" -16.5606692964124 0.829467344528041 -13.4514076327893
"HC" "ATT_G" -18.5989248781874 0.916371516647802 -15.1124998987
"HC" "CCA_A" -18.5264756570887 1.17643968361537 -13.8687080402005
"HC" "CCA_G" -18.5570185419638 0.855013571023314 -15.3376757123617
"HC" "CCA_T" -16.9798606952935 0.832587689511716 -13.8571890689498
"HC" "CCC_A" -17.7306458099681 1.00457555556107 -13.8538815040592
"HC" "CCC_G" -18.5219979357614 0.911911058057991 -15.0551141604296
"HC" "CCC_T" -16.7218484085466 0.772618016013325 -13.8551177696857
"HC" "CCG_A" -17.6954610532787 1.08580686143568 -13.4528271605502
"HC" "CCG_G" -17.9697120236353 0.864118899701583 -14.7109727271631
"HC" "CCG_T" -15.7160856853894 0.864730062920684 -12.4546990386675
"HC" "CCT_A" -18.5464344581804 1.11319711721831 -14.1790991001235
"HC" "CCT_G" -18.0184929879972 0.813484102053349 -14.9777625348541
"HC" "CCT_T" -16.8238845977612 0.831371246021441 -13.706441941476
"HC" "CTA_A" -19.9387471421405 1.50157660601031 -13.7355092891403
"HC" "CTA_C" -17.6308145253441 0.972960832941547 -13.8948059421721
"HC" "CTA_G" -18.7816373067175 0.920342580121805 -15.2777988312368
"HC" "CTC_A" -19.4634400107623 1.32489261981052 -14.1106330306214
"HC" "CTC_C" -18.0348774674615 0.979301113294973 -14.2707155571623
"HC" "CTC_G" -18.7685122730786 0.937828131306874 -15.1878160077942
"HC" "CTG_A" -19.9645993119262 1.56340430051411 -13.4580433934061
"HC" "CTG_C" -18.0647793967823 0.96819711058929 -14.3498986799152
"HC" "CTG_G" -19.4956313778451 1.07151812722797 -15.3177865317594
"HC" "CTT_A" -19.7003212371804 1.34953362440307 -14.2303956808876
"HC" "CTT_C" -17.7650959737507 0.953323736313511 -14.1160427217042
"HC" "CTT_G" -17.7333907599275 0.810861826559035 -14.7038784038193
"HC" "GCA_A" -18.6707480711594 1.24457655000127 -13.6962474697184
"HC" "GCA_G" -18.7877827931759 0.881028434894739 -15.4556587135257
"HC" "GCA_T" -17.3876094628806 0.932291224767889 -13.831282667714
"HC" "GCC_A" -18.2702317378315 1.17273471078862 -13.6295738181664
"HC" "GCC_G" -18.6697938914306 0.926976773518403 -15.1368296382742
"HC" "GCC_T" -17.3344187050696 0.965306423732264 -13.6323481898565
"HC" "GCG_A" -17.6575474779453 1.15735938654427 -13.0877675909378
"HC" "GCG_G" -18.4603342800093 0.890058320378275 -15.088904870739
"HC" "GCG_T" -14.6247949826509 0.679094146144867 -12.1494055616024
"HC" "GCT_A" -19.169872802316 1.2722902058612 -14.065434104622
"HC" "GCT_G" -18.9828376935255 0.928276697360691 -15.4441614469478
"HC" "GCT_T" -17.7507227586296 0.99330283793008 -13.9242541252965
"HC" "GTA_A" -20.7780269838517 1.60099893362324 -14.0856253460924
"HC" "GTA_C" -17.0196851961424 0.898103071889285 -13.6131704392464
"HC" "GTA_G" -19.2990970505538 0.95902073705684 -15.6248544977054
"HC" "GTC_A" -19.3250840803135 1.17427132969303 -14.6773314246207
"HC" "GTC_C" -17.738064827224 0.969292333680607 -14.0183285186468
"HC" "GTC_G" -18.6729521979477 0.835394546443376 -15.538209276215
"HC" "GTG_A" -20.1700471264409 1.41270694009687 -14.3976391991008
"HC" "GTG_C" -17.8063685738583 0.940905133557634 -14.2121168037486
"HC" "GTG_G" -18.6980931233043 0.872534967288142 -15.4028652357169
"HC" "GTT_A" -19.9990673605633 1.22850490268776 -15.099627602404
"HC" "GTT_C" -17.3809945860781 0.907412497106278 -13.9337992366913
"HC" "GTT_G" -18.8165732704779 0.904863462575846 -15.3805252351085
"HC" "TCA_A" -18.4203008996903 1.17024415138656 -13.7911378691928
"HC" "TCA_G" -17.9606492370779 0.804080199702377 -14.9601152680676
"HC" "TCA_T" -16.8066227092421 0.79734725990624 -13.8348112141065
"HC" "TCC_A" -17.6275350096383 1.01594892240253 -13.6999066678314
"HC" "TCC_G" -17.9503655134441 0.835143521003354 -14.8167024933007
"HC" "TCC_T" -16.6571384175701 0.754988965394908 -13.8649166264952
"HC" "TCG_A" -17.1497499962103 1.00094491034045 -13.2891974864576
"HC" "TCG_G" -17.9546953111325 0.89266597464227 -14.5719002258129
"HC" "TCG_T" -15.4973627137641 0.824603587756208 -12.4089834136377
"HC" "TCT_A" -17.5834893084421 0.932062121588119 -14.0281702232
"HC" "TCT_G" -17.4919853571288 0.786014406119223 -14.5684110326152
"HC" "TCT_T" -17.595602423047 0.950959444730665 -13.95699381077
"HC" "TTA_A" -20.3966647779857 1.49754364541198 -14.213110734635
"HC" "TTA_C" -17.440094123328 0.949388911956504 -13.8084206432949
"HC" "TTA_G" -19.5200913229256 1.07744510712205 -15.3153940367454
"HC" "TTC_A" -19.5568310466668 1.19789592563796 -14.7997475556638
"HC" "TTC_C" -18.0816097227009 0.928881191505948 -14.5402767120753
"HC" "TTC_G" -18.8804412108632 0.91559807517198 -15.3974060590408
"HC" "TTG_A" -20.7054426888984 1.55165892554994 -14.2567311843164
"HC" "TTG_C" -18.0080012537282 0.957974178126359 -14.3383883788295
"HC" "TTG_G" -19.612055074363 1.09660128668601 -15.3203558491033
"HC" "TTT_A" -20.1498575564318 1.26514032640247 -15.0790026101974
"HC" "TTT_C" -18.5360978257018 0.988699335697874 -14.7301346963633
"HC" "TTT_G" -17.8766593030549 0.796252967053278 -14.9095114988629
"HNSC" "ACA_A" -19.2061868970821 1.22545810951358 -13.5500190975886
"HNSC" "ACA_G" -20.6072776627227 1.3630807677548 -14.2607414229701
"HNSC" "ACA_T" -17.2965999748878 0.873932675622732 -13.3534989682451
"HNSC" "ACC_A" -19.6882360715364 1.32230432558266 -13.5473913995912
"HNSC" "ACC_G" -19.1569489267337 1.08272644647991 -14.2051201529476
"HNSC" "ACC_T" -17.8225872455925 0.963559099068941 -13.4496353099094
"HNSC" "ACG_A" -20.2632247511662 1.53920283805226 -13.0173902502587
"HNSC" "ACG_G" -19.1461298180145 1.14452240476225 -13.8908223562489
"HNSC" "ACG_T" -12.4400086691676 0.316453413338406 -11.064266312332
"HNSC" "ACT_A" -19.2089770322031 1.16975824923333 -13.8290921261301
"HNSC" "ACT_G" -18.1374702370682 0.899290175050574 -14.073235494638
"HNSC" "ACT_T" -16.1682583426556 0.591620511162326 -13.5481374943798
"HNSC" "ATA_A" -18.1131856606228 0.886126902588636 -14.1118798030534
"HNSC" "ATA_C" -15.5695892582242 0.680761305845595 -12.536809552388
"HNSC" "ATA_G" -19.1973218237839 0.904536753543384 -15.1079765281959
"HNSC" "ATC_A" -16.7636010338551 0.564087128401119 -14.2699955505084
"HNSC" "ATC_C" -17.0458432044941 0.637929281749067 -14.2119291231878
"HNSC" "ATC_G" -17.9695405561244 0.548233690289262 -15.5485792186255
"HNSC" "ATG_A" -19.0710511157616 1.05150690114107 -14.271686594867
"HNSC" "ATG_C" -17.4463042431135 0.860303360301685 -13.5681539758067
"HNSC" "ATG_G" -19.244013291145 0.851158761535181 -15.4093802335775
"HNSC" "ATT_A" -17.009696671102 0.605526693206677 -14.3255078034774
"HNSC" "ATT_C" -15.4720477585194 0.50348809485996 -13.2553248387504
"HNSC" "ATT_G" -17.4866393956288 0.526398486336647 -15.1654903422883
"HNSC" "CCA_A" -20.1670902689476 1.45597389155487 -13.3484158674499
"HNSC" "CCA_G" -19.9306449004887 1.20047183364976 -14.3986384281135
"HNSC" "CCA_T" -17.6863410730435 0.967830237654756 -13.2927861400553
"HNSC" "CCC_A" -21.3550345534958 1.69211177814321 -13.3144442084667
"HNSC" "CCC_G" -20.4475319008898 1.31974799905616 -14.3195504064088
"HNSC" "CCC_T" -16.9971683276728 0.862069327192223 -13.1106085048202
"HNSC" "CCG_A" -20.3740948283001 1.57104667934887 -12.9638051649127
"HNSC" "CCG_G" -20.1727469648584 1.33981921878769 -13.9436678170169
"HNSC" "CCG_T" -13.7123736341218 0.490939845807845 -11.5527153259956
"HNSC" "CCT_A" -20.3841574918783 1.46404301670569 -13.5242397947027
"HNSC" "CCT_G" -19.452052470017 1.15557154509322 -14.1422465644841
"HNSC" "CCT_T" -17.1436899043528 0.904124239884265 -13.0563195221102
"HNSC" "CTA_A" -20.8106920436805 1.3942169088191 -14.3064512213375
"HNSC" "CTA_C" -18.7772698513335 1.04833879278154 -13.9933450560056
"HNSC" "CTA_G" -18.4698743528771 0.668744223086751 -15.4929980159822
"HNSC" "CTC_A" -18.6983470230502 0.965112031113862 -14.3179053445913
"HNSC" "CTC_C" -16.8648577807563 0.564688429136358 -14.3684940907451
"HNSC" "CTC_G" -19.6230717734115 0.891706871467746 -15.5951025901637
"HNSC" "CTG_A" -21.1576944533393 1.4776058946718 -14.2283708262753
"HNSC" "CTG_C" -19.7365822628398 1.15281061164108 -14.4404010111111
"HNSC" "CTG_G" -19.7512488727885 0.974863422279788 -15.3237439804417
"HNSC" "CTT_A" -18.3597508782934 0.904220240731901 -14.2719208999941
"HNSC" "CTT_C" -17.5757152060216 0.784955221166608 -14.0546572879577
"HNSC" "CTT_G" -17.6550638129149 0.628577082737483 -14.864427592437
"HNSC" "GCA_A" -17.7914155889463 0.984345736888153 -13.3180922666327
"HNSC" "GCA_G" -20.9082404849361 1.33071065853819 -14.725069427264
"HNSC" "GCA_T" -17.247780289419 0.889914914884457 -13.2283757981729
"HNSC" "GCC_A" -19.3157908078184 1.20573498829605 -13.7576610635666
"HNSC" "GCC_G" -19.5345432593121 1.08499116213003 -14.5716321546858
"HNSC" "GCC_T" -16.7876482012133 0.786004978976976 -13.2616382694243
"HNSC" "GCG_A" -19.7959389418592 1.4644081569914 -12.934154053474
"HNSC" "GCG_G" -21.1085138573662 1.52626632090889 -13.929328358461
"HNSC" "GCG_T" -13.2419193056324 0.422625082891865 -11.3913088864151
"HNSC" "GCT_A" -19.0037806691033 1.1074899817486 -13.9306082134348
"HNSC" "GCT_G" -19.040030378064 0.980882165124847 -14.5834491487942
"HNSC" "GCT_T" -16.8618598516828 0.747639317129514 -13.5164094115579
"HNSC" "GTA_A" -20.9059082914461 1.40407145066113 -14.3516388009517
"HNSC" "GTA_C" -17.2143392020064 0.821026807843002 -13.522748097699
"HNSC" "GTA_G" -19.380963885355 0.920875471872125 -15.2133159309642
"HNSC" "GTC_A" -18.9001606303485 0.959677990039191 -14.545920932671
"HNSC" "GTC_C" -16.1700284259639 0.471244119829965 -14.099752300261
"HNSC" "GTC_G" -16.9459046212489 0.296086656903987 -15.6604975702602
"HNSC" "GTG_A" -22.2158414160563 1.62323603393565 -14.5348161056397
"HNSC" "GTG_C" -18.1838987612253 0.882801726418945 -14.1984731765767
"HNSC" "GTG_G" -19.710918399459 1.02855586268543 -15.0232715383877
"HNSC" "GTT_A" -19.6541022903519 1.09895749617596 -14.6227805645338
"HNSC" "GTT_C" -16.8087645452376 0.674642465586113 -13.8044602621285
"HNSC" "GTT_G" -18.2625760586976 0.65055619459002 -15.3701485170819
"HNSC" "TCA_A" -18.6852007084243 1.20300905461454 -13.1406029506624
"HNSC" "TCA_G" -17.9592490108571 1.27948610076865 -12.0333633061056
"HNSC" "TCA_T" -17.1069338095881 1.21038432027531 -11.5257139995909
"HNSC" "TCC_A" -19.0109880523422 1.26179764331559 -13.173593245139
"HNSC" "TCC_G" -19.2579880454012 1.34409913994283 -13.0073211626217
"HNSC" "TCC_T" -17.2022961562727 1.05113131561718 -12.4047623545747
"HNSC" "TCG_A" -18.1600699773828 1.17359029787745 -12.7612354232083
"HNSC" "TCG_G" -18.9679846647423 1.34575330952341 -12.7089714005601
"HNSC" "TCG_T" -14.4033972779576 0.781360784060105 -10.8992904402458
"HNSC" "TCT_A" -18.3611096792671 1.10412673713228 -13.3044386123034
"HNSC" "TCT_G" -17.5768539752452 1.21778058299247 -11.9588759648187
"HNSC" "TCT_T" -17.1077174213846 1.08186574207433 -12.1600996918316
"HNSC" "TTA_A" -19.9562337819008 1.18547541404162 -14.4985721363484
"HNSC" "TTA_C" -19.3129881807373 1.18539808225601 -13.8557095671181
"HNSC" "TTA_G" -19.372551719005 0.970734127467582 -14.9649829305312
"HNSC" "TTC_A" -18.9792613112742 0.910648928365541 -14.8606421315428
"HNSC" "TTC_C" -17.0742528560432 0.552342662997799 -14.6344774243102
"HNSC" "TTC_G" -18.6557717460328 0.745799757812267 -15.3189569620557
"HNSC" "TTG_A" -20.2488282153742 1.16794965946939 -14.8778838776679
"HNSC" "TTG_C" -18.6205460625914 0.900876887963055 -14.5487188986511
"HNSC" "TTG_G" -18.5680971276994 0.809815328127226 -14.9295920761866
"HNSC" "TTT_A" -18.1705544942063 0.721755478042937 -14.9464300030675
"HNSC" "TTT_C" -18.5573505061722 0.854602556492371 -14.7063349580045
"HNSC" "TTT_G" -18.0650636462764 0.664660581961681 -15.1071650118573
"LGG" "ACA_A" -18.0167985490786 0.93523137872144 -15.2622069840266
"LGG" "ACA_G" -18.3589077092836 0.937589713640311 -15.5968460395661
"LGG" "ACA_T" -17.4505158560738 0.963990983053596 -14.604639822808
"LGG" "ACC_A" -16.9953048038088 0.651378221345495 -15.1205661921168
"LGG" "ACC_G" -19.1951971838404 1.2265182686393 -15.496050468013
"LGG" "ACC_T" -17.0019645589789 0.772737926687228 -14.7556438331055
"LGG" "ACG_A" -18.4460915754823 1.00415551373351 -15.472039865287
"LGG" "ACG_G" -18.2473079825172 0.794332298238831 -15.9341588932866
"LGG" "ACG_T" -15.1356946199904 1.16649655559136 -11.6349735495724
"LGG" "ACT_A" -17.4127932818828 0.66572213519156 -15.4944869266977
"LGG" "ACT_G" -17.9996266779224 0.982980870207182 -15.0932501546991
"LGG" "ACT_T" -17.9251778046826 1.04678322225219 -14.8141899716514
"LGG" "ATA_A" -18.1513329810598 0.704624295140708 -16.1143943455708
"LGG" "ATA_C" -16.0934892630011 0.715064420087673 -14.0245957826435
"LGG" "ATA_G" -19.0995822159915 0.937584237014806 -16.337537896885
"LGG" "ATC_A" -17.5643639881852 0.55130964215081 -15.9909644571064
"LGG" "ATC_C" -16.7886156856605 0.707654122085647 -14.7424085757972
"LGG" "ATC_G" -18.0811813692365 0.618213585163838 -16.3068174065249
"LGG" "ATG_A" -18.5882359905299 0.907388432626349 -15.9216321724277
"LGG" "ATG_C" -17.3511891343724 0.937394740556276 -14.5897451520942
"LGG" "ATG_G" -18.7147799094061 0.829222688450901 -16.2931957288602
"LGG" "ATT_A" -18.0135630393575 0.596429788892709 -16.3048566318399
"LGG" "ATT_C" -16.5781093717233 0.860298513112413 -14.059463202395
"LGG" "ATT_G" -18.8630727481688 0.909298063840151 -16.1904462806621
"LGG" "CCA_A" -19.1409988628758 1.14460071344607 -15.7121488268436
"LGG" "CCA_G" -19.2950398014434 0.923920080465844 -16.5762392269914
"LGG" "CCA_T" -17.3762589439925 0.919967755171303 -14.669949485266
"LGG" "CCC_A" -19.07367688095 1.17912147318387 -15.5313922307137
"LGG" "CCC_G" -18.9165342316463 0.961321150877645 -16.0791496492858
"LGG" "CCC_T" -16.9201587962841 0.896197959852525 -14.2888123138347
"LGG" "CCG_A" -19.978047963854 1.44204670813121 -15.5479121964072
"LGG" "CCG_G" -16.6387019360137 -0.0398910809187791 -16.7461095024064
"LGG" "CCG_T" -16.2186294394259 1.23402113017593 -12.4945303569459
"LGG" "CCT_A" -18.121553765202 0.837390339544198 -15.674503018431
"LGG" "CCT_G" -19.3558305804796 1.1453777862747 -15.9244344870968
"LGG" "CCT_T" -17.4897955930392 0.988236646769637 -14.5666425204066
"LGG" "CTA_A" -19.3207504135261 0.998066880061433 -16.3661815681509
"LGG" "CTA_C" -16.4866760759175 0.474027724669943 -15.1428637170213
"LGG" "CTA_G" -20.4105216839159 1.31368215310102 -16.4193731256836
"LGG" "CTC_A" -19.4945649272653 1.08038058100573 -16.2749815373446
"LGG" "CTC_C" -17.2672081819409 0.707230078232739 -15.2222985076116
"LGG" "CTC_G" -19.8503473824306 1.10533321029956 -16.5497209121785
"LGG" "CTG_A" -20.2870187955033 1.28549670919374 -16.3908070548542
"LGG" "CTG_C" -18.1122160066191 0.900962016168161 -15.4658670234567
"LGG" "CTG_G" -20.3708017414692 1.05471424724663 -17.2342324183561
"LGG" "CTT_A" -19.2707386751369 0.966337145597091 -16.4173976956177
"LGG" "CTT_C" -17.0021583652582 0.659222618221234 -15.1036050421981
"LGG" "CTT_G" -18.0993500854374 0.595075399478144 -16.3947187489704
"LGG" "GCA_A" -18.022367186807 0.701747668612004 -15.994224489447
"LGG" "GCA_G" -18.05520613829 0.58528951020207 -16.3799936445763
"LGG" "GCA_T" -17.0065096995035 0.718571109267324 -14.9268718489189
"LGG" "GCC_A" -18.6626550236678 0.995741341685036 -15.7155226172336
"LGG" "GCC_G" -18.6794923115619 1.0336122003519 -15.6109149856804
"LGG" "GCC_T" -16.4475734904812 0.774014187229835 -14.1973091199992
"LGG" "GCG_A" -19.1242524523157 1.21987027963547 -15.4471870472777
"LGG" "GCG_G" -17.9920359174745 0.5913909971113 -16.2984859405469
"LGG" "GCG_T" -15.501263215413 1.16804927774162 -11.9954351940295
"LGG" "GCT_A" -18.1406938725851 0.677512326000874 -16.1865061924562
"LGG" "GCT_G" -19.1580558295086 1.06814498023545 -15.9780902678428
"LGG" "GCT_T" -17.5769712000125 0.964890965346588 -14.7282319559097
"LGG" "GTA_A" -20.8758430511236 1.42677809431999 -16.4985160169302
"LGG" "GTA_C" -16.908478484579 0.754206736740495 -14.7193342695726
"LGG" "GTA_G" -18.7978565755355 0.850850898618598 -16.3087673707095
"LGG" "GTC_A" -19.5805674071634 1.08588830828945 -16.3431244001698
"LGG" "GTC_C" -16.4216677711774 0.654873563053748 -14.5363211534205
"LGG" "GTC_G" -18.1397544434153 0.593573029491498 -16.4396424429789
"LGG" "GTG_A" -19.128097591282 0.842479186036638 -16.665164019667
"LGG" "GTG_C" -17.6136495423284 0.832697504891202 -15.1812347973395
"LGG" "GTG_G" -17.9254241898332 0.573427427900912 -16.2858135878067
"LGG" "GTT_A" -17.9899212587448 0.620843063684894 -16.2076172968073
"LGG" "GTT_C" -17.5013399823347 0.966884799410059 -14.6462560998089
"LGG" "GTT_G" -16.2048973510501 -0.0442283422112106 -16.3239226009714
"LGG" "TCA_A" -18.9754201407307 0.998833196833555 -16.0184002013267
"LGG" "TCA_G" -18.4812378519897 1.02883695715823 -15.4280144853671
"LGG" "TCA_T" -18.6011324518121 1.1918331395768 -15.0169062877834
"LGG" "TCC_A" -18.8279113901398 1.06370767663576 -15.6622937994628
"LGG" "TCC_G" -18.8768601727051 1.07481548727369 -15.6753059578656
"LGG" "TCC_T" -17.3507414231745 0.934014327240999 -14.600003840338
"LGG" "TCG_A" -18.3260405236499 1.00922179746446 -15.3357629575245
"LGG" "TCG_G" -19.7378153252896 1.35729274095382 -15.5987675749687
"LGG" "TCG_T" -16.2053225913016 1.21305477247546 -12.5508677544483
"LGG" "TCT_A" -18.2053390700897 0.876733983372937 -15.6351730905224
"LGG" "TCT_G" -17.860944965757 1.03810942826674 -14.7778967790111
"LGG" "TCT_T" -18.3241696251871 1.10489411746548 -15.0249721822309
"LGG" "TTA_A" -18.2458208829028 0.580044123689944 -16.5863604359569
"LGG" "TTA_C" -18.5020847540047 1.16325893497384 -15.0120079151191
"LGG" "TTA_G" -17.3056750041187 0.330399388590351 -16.3811302548007
"LGG" "TTC_A" -19.6386196301063 0.960416131842993 -16.8041126722403
"LGG" "TTC_C" -17.4756598577791 0.778279640941879 -15.2122097617701
"LGG" "TTC_G" -19.3197569836126 0.907602137132415 -16.6524792660483
"LGG" "TTG_A" -20.8046067947756 1.29979064403193 -16.8603116616186
"LGG" "TTG_C" -17.6475072512745 0.852131543122784 -15.1544140181857
"LGG" "TTG_G" -20.031455364721 1.21145706291545 -16.3822969961899
"LGG" "TTT_A" -19.6100712280427 1.10079561348614 -16.3242073160641
"LGG" "TTT_C" -16.4617746318446 0.386914410412878 -15.3734274697758
"LGG" "TTT_G" -18.4923998383782 0.736582016233368 -16.3574883719948
"LUAD" "ACA_A" -18.4250830622698 1.19390832179723 -12.2444219392361
"LUAD" "ACA_G" -18.7661206923177 1.0307232222387 -13.4847065826044
"LUAD" "ACA_T" -17.3950148464744 0.894659216050898 -12.8530474022121
"LUAD" "ACC_A" -17.9315386268975 1.12493113471941 -12.1325429269501
"LUAD" "ACC_G" -18.0137524596502 0.851279193282159 -13.7053855184783
"LUAD" "ACC_T" -17.4822722082253 0.866409053611021 -13.0925542140859
"LUAD" "ACG_A" -17.8430728530114 1.21172955156373 -11.5634476686655
"LUAD" "ACG_G" -19.0925046949238 1.16206969586056 -13.0882883848319
"LUAD" "ACG_T" -12.9027001341589 0.311401675611575 -11.3970156696447
"LUAD" "ACT_A" -18.8892504257686 1.24269940501554 -12.4373073245759
"LUAD" "ACT_G" -18.5092677166282 0.958799464172501 -13.6199676667262
"LUAD" "ACT_T" -17.8252926781752 0.896906967869039 -13.2711918641549
"LUAD" "ATA_A" -19.5346912493206 1.18766846030124 -13.3886470702001
"LUAD" "ATA_C" -17.4720022858321 0.982144226388827 -12.4557297040648
"LUAD" "ATA_G" -17.6948292534003 0.609619817980757 -14.6666526558829
"LUAD" "ATC_A" -17.2996951153336 0.703108960354696 -13.7807172850735
"LUAD" "ATC_C" -17.6092687641884 0.752753893572082 -13.8273214803168
"LUAD" "ATC_G" -18.355040805626 0.655643522208085 -15.0859857509467
"LUAD" "ATG_A" -18.6533641300686 1.02472644082705 -13.4047462563287
"LUAD" "ATG_C" -17.972033665892 0.984362035473979 -12.9436832939194
"LUAD" "ATG_G" -19.4142680288068 0.918147523852232 -14.7453705806154
"LUAD" "ATT_A" -19.1470367434487 1.01842134576503 -13.932881356764
"LUAD" "ATT_C" -16.2610332005841 0.603880517991488 -13.2627920539846
"LUAD" "ATT_G" -19.7286936023092 0.950474475779428 -14.8846025256176
"LUAD" "CCA_A" -18.4350090749301 1.27658314903194 -11.7940537587779
"LUAD" "CCA_G" -19.0680906399116 1.07260350654956 -13.5571265047933
"LUAD" "CCA_T" -17.4197280500403 0.949747401257073 -12.579583581562
"LUAD" "CCC_A" -18.5692194131359 1.33822318079099 -11.5831686794525
"LUAD" "CCC_G" -19.1392041174538 1.10921362417448 -13.4268632364689
"LUAD" "CCC_T" -17.4059003252247 0.933701695361175 -12.6527797291584
"LUAD" "CCG_A" -17.4512356676885 1.1735616149534 -11.3833866256485
"LUAD" "CCG_G" -18.5856279623049 1.08087366209922 -13.0292306537921
"LUAD" "CCG_T" -14.7346705657726 0.599863687657395 -11.7573669325007
"LUAD" "CCT_A" -18.8830853884795 1.32768604476247 -11.9561396205735
"LUAD" "CCT_G" -18.6747806155772 1.01786269998562 -13.463677696465
