"cancer" "samples" "ntotal"
"LGG" 544 5
"LGG" 544 23
"LGG" 544 17
"LGG" 544 18
"LGG" 544 10
"LGG" 544 13
"LGG" 544 27
"LGG" 544 20
"LGG" 544 34
"LGG" 544 27
"LGG" 544 31
"LGG" 544 40
"LGG" 544 8
"LGG" 544 32
"LGG" 544 4
"LGG" 544 16
"LGG" 544 26
"LGG" 544 14
"LGG" 544 41
"LGG" 544 24
"LGG" 544 16
"LGG" 544 70
"LGG" 544 11
"LGG" 544 34
"LGG" 544 20
"LGG" 544 21
"LGG" 544 21
"LGG" 544 18
"LGG" 544 21
"LGG" 544 28
"LGG" 544 16
"LGG" 544 23
"LGG" 544 14
"LGG" 544 19
"LGG" 544 20
"LGG" 544 15
"LGG" 544 39
"LGG" 544 26
"LGG" 544 26
"LGG" 544 24
"LGG" 544 15
"LGG" 544 7
"LGG" 544 16
"LGG" 544 50
"LGG" 544 20
"LGG" 544 35
"LGG" 544 33
"LGG" 544 17
"LGG" 544 32
"LGG" 544 20
"LGG" 544 33
"LGG" 544 26
"LGG" 544 30
"LGG" 544 35
"LGG" 544 10
"LGG" 544 11
"LGG" 544 8
"LGG" 544 16
"LGG" 544 39
"LGG" 544 38
"LGG" 544 25
"LGG" 544 16
"LGG" 544 30
"LGG" 544 79
"LGG" 544 11
"LGG" 544 18
"LGG" 544 20
"LGG" 544 14
"LGG" 544 31
"LGG" 544 6
"LGG" 544 20
"LGG" 544 18
"LGG" 544 16
"LGG" 544 23
"LGG" 544 17
"LGG" 544 49
"LGG" 544 13
"LGG" 544 17
"LGG" 544 41
"LGG" 544 44
"LGG" 544 13
"LGG" 544 25
"LGG" 544 23
"LGG" 544 36
"LGG" 544 33
"LGG" 544 22
"LGG" 544 40
"LGG" 544 17
"LGG" 544 23
"LGG" 544 35
"LGG" 544 15
"LGG" 544 25
"LGG" 544 11
"LGG" 544 4
"LGG" 544 22
"LGG" 544 12
"LGG" 544 11
"LGG" 544 11
"LGG" 544 10
"LGG" 544 21
"LGG" 544 22
"LGG" 544 20
"LGG" 544 25
"LGG" 544 39
"LGG" 544 10
"LGG" 544 22
"LGG" 544 9
"LGG" 544 46
"LGG" 544 11
"LGG" 544 27
"LGG" 544 19
"LGG" 544 8
"LGG" 544 19
"LGG" 544 37
"LGG" 544 2
"LGG" 544 25
"LGG" 544 19
"LGG" 544 8
"LGG" 544 17
"LGG" 544 6
"LGG" 544 16
"LGG" 544 9
"LGG" 544 38
"LGG" 544 39
"LGG" 544 16
"LGG" 544 18
"LGG" 544 25
"LGG" 544 19
"LGG" 544 15
"LGG" 544 39
"LGG" 544 13
"LGG" 544 53
"LGG" 544 13
"LGG" 544 32
"LGG" 544 16
"LGG" 544 25
"LGG" 544 17
"LGG" 544 18
"LGG" 544 44
"LGG" 544 11
"LGG" 544 17
"LGG" 544 6
"LGG" 544 14
"LGG" 544 26
"LGG" 544 8
"LGG" 544 13
"LGG" 544 11
"LGG" 544 14
"LGG" 544 25
"LGG" 544 14
"LGG" 544 31
"LGG" 544 17
"LGG" 544 12
"LGG" 544 15
"LGG" 544 18
"LGG" 544 6
"LGG" 544 9
"LGG" 544 9
"LGG" 544 17
"LGG" 544 18
"LGG" 544 26
"LGG" 544 16
"LGG" 544 17
"LGG" 544 18
"LGG" 544 10
"LGG" 544 18
"LGG" 544 3
"LGG" 544 16
"LGG" 544 29
"LGG" 544 13
"LGG" 544 9
"LGG" 544 24
"LGG" 544 1
"LGG" 544 5
"LGG" 544 26
"LGG" 544 15
"LGG" 544 26
"LGG" 544 54
"LGG" 544 31
"LGG" 544 12
"LGG" 544 4
"LGG" 544 8
"LGG" 544 25
"LGG" 544 14
"LGG" 544 16
"LGG" 544 16
"LGG" 544 7
"LGG" 544 3
"LGG" 544 12
"LGG" 544 40
"LGG" 544 17
"LGG" 544 16
"LGG" 544 15
"LGG" 544 5
"LGG" 544 10
"LGG" 544 3
"LGG" 544 6
"LGG" 544 28
"LGG" 544 25
"LGG" 544 15
"LGG" 544 8
"LGG" 544 25
"LGG" 544 10
"LGG" 544 19
"LGG" 544 1
"LGG" 544 15
"LGG" 544 37
"LGG" 544 21
"LGG" 544 20
"LGG" 544 11
"LGG" 544 20
"LGG" 544 16
"LGG" 544 8
"LGG" 544 12
"LGG" 544 8
"LGG" 544 2
"LGG" 544 12
"LGG" 544 280
"LGG" 544 26
"LGG" 544 10
"LGG" 544 20
"LGG" 544 22
"LGG" 544 25
"LGG" 544 27
"LGG" 544 14
"LGG" 544 35
"LGG" 544 20
"LGG" 544 22
"LGG" 544 14
"LGG" 544 16
"LGG" 544 12
"LGG" 544 29
"LGG" 544 6
"LGG" 544 27
"LGG" 544 27
"LGG" 544 39
"LGG" 544 18
"LGG" 544 20
"LGG" 544 10
"LGG" 544 13
"LGG" 544 8
"LGG" 544 19
"LGG" 544 10
"LGG" 544 13
"LGG" 544 18
"LGG" 544 17
"LGG" 544 24
"LGG" 544 15
"LGG" 544 13
"LGG" 544 22
"LGG" 544 13
"LGG" 544 10
"LGG" 544 28
"LGG" 544 5
"LGG" 544 22
"LGG" 544 9
"LGG" 544 16
"LGG" 544 64
"LGG" 544 10
"LGG" 544 13
"LGG" 544 1
"LGG" 544 27
"LGG" 544 21
"LGG" 544 10
"LGG" 544 16
"LGG" 544 21
"LGG" 544 1
"LGG" 544 40
"LGG" 544 26
"LGG" 544 7
"LGG" 544 18
"LGG" 544 11
"LGG" 544 13
"LGG" 544 23
"LGG" 544 14
"LGG" 544 16
"LGG" 544 17
"LGG" 544 13
"LGG" 544 17
"LGG" 544 32
"LGG" 544 10
"LGG" 544 19
"LGG" 544 12
"LGG" 544 12
"LGG" 544 14
"LGG" 544 17
"LGG" 544 13
"LGG" 544 10
"LGG" 544 35
"LGG" 544 23
"LGG" 544 24
"LGG" 544 9
"LGG" 544 23
"LGG" 544 15
"LGG" 544 18
"LGG" 544 10
"LGG" 544 16
"LGG" 544 30
"LGG" 544 6
"LGG" 544 25
"LGG" 544 10
"LGG" 544 9
"LGG" 544 11
"LGG" 544 10
"LGG" 544 17
"LGG" 544 16
"LGG" 544 10
"LGG" 544 16
"LGG" 544 27
"LGG" 544 8
"LGG" 544 11
"LGG" 544 18
"LGG" 544 10
"LGG" 544 47
"LGG" 544 11
"LGG" 544 25
"LGG" 544 16
"LGG" 544 28
"LGG" 544 11
"LGG" 544 20
"LGG" 544 25
"LGG" 544 12
"LGG" 544 11
"LGG" 544 13
"LGG" 544 22
"LGG" 544 11
"LGG" 544 10
"LGG" 544 24
"LGG" 544 13
"LGG" 544 15
"LGG" 544 3
"LGG" 544 13
"LGG" 544 52
"LGG" 544 15
"LGG" 544 26
"LGG" 544 44
"LGG" 544 22
"LGG" 544 17
"LGG" 544 15
"LGG" 544 27
"LGG" 544 12
"LGG" 544 31
"LGG" 544 17
"LGG" 544 14
"LGG" 544 13
"LGG" 544 23
"LGG" 544 14
"LGG" 544 5
"LGG" 544 15
"LGG" 544 16
"LGG" 544 21
"LGG" 544 26
"LGG" 544 26
"LGG" 544 15
"LGG" 544 28
"LGG" 544 18
"LGG" 544 17
"LGG" 544 8
"LGG" 544 19
"LGG" 544 28
"LGG" 544 45
"LGG" 544 41
"LGG" 544 27
"LGG" 544 17
"LGG" 544 20
"LGG" 544 24
"LGG" 544 21
"LGG" 544 11
"LGG" 544 10
"LGG" 544 18
"LGG" 544 28
"LGG" 544 27
"LGG" 544 28
"LGG" 544 13
"LGG" 544 15
"LGG" 544 17
"LGG" 544 23
"LGG" 544 8
"LGG" 544 10
"LGG" 544 14
"LGG" 544 16
"LGG" 544 14
"LGG" 544 22
"LGG" 544 16
"LGG" 544 25
"LGG" 544 10
"LGG" 544 43
"LGG" 544 18
"LGG" 544 10
"LGG" 544 23
"LGG" 544 18
"LGG" 544 17
"LGG" 544 8
"LGG" 544 20
"LGG" 544 13
"LGG" 544 31
"LGG" 544 27
"LGG" 544 23
"LGG" 544 3
"LGG" 544 17
"LGG" 544 18
"LGG" 544 12
"LGG" 544 9
"LGG" 544 23
"LGG" 544 5
"LGG" 544 20
"LGG" 544 7
"LGG" 544 23
"LGG" 544 39
"LGG" 544 14
"LGG" 544 23
"LGG" 544 18
"LGG" 544 22
"LGG" 544 5
"LGG" 544 9
"LGG" 544 13
"LGG" 544 19
"LGG" 544 40
"LUAD" 486 49
"LUAD" 486 93
"LUAD" 486 59
"LUAD" 486 2
"LUAD" 486 11
"LUAD" 486 18
"LUAD" 486 55
"LUAD" 486 37
"LUAD" 486 369
"LUAD" 486 96
"LUAD" 486 197
"LUAD" 486 28
"LUAD" 486 38
"LUAD" 486 173
"LUAD" 486 163
"LUAD" 486 32
"LUAD" 486 36
"LUAD" 486 204
"LUAD" 486 194
"LUAD" 486 123
"LUAD" 486 232
"LUAD" 486 86
"LUAD" 486 300
"LUAD" 486 575
"LUAD" 486 181
"LUAD" 486 206
"LUAD" 486 4
"LUAD" 486 598
"LUAD" 486 18
"LUAD" 486 79
"LUAD" 486 353
"LUAD" 486 42
"LUAD" 486 280
"LUAD" 486 202
"LUAD" 486 100
"LUAD" 486 138
"LUAD" 486 203
"LUAD" 486 225
"LUAD" 486 79
"LUAD" 486 373
"LUAD" 486 85
"LUAD" 486 84
"LUAD" 486 251
"LUAD" 486 135
"LUAD" 486 190
"LUAD" 486 179
"LUAD" 486 25
"LUAD" 486 498
"LUAD" 486 28
"LUAD" 486 29
"LUAD" 486 182
"LUAD" 486 389
"LUAD" 486 24
"LUAD" 486 29
"LUAD" 486 63
"LUAD" 486 103
"LUAD" 486 401
"LUAD" 486 247
"LUAD" 486 76
"LUAD" 486 79
"LUAD" 486 221
"LUAD" 486 176
"LUAD" 486 268
"LUAD" 486 376
"LUAD" 486 172
"LUAD" 486 20
"LUAD" 486 184
"LUAD" 486 81
"LUAD" 486 480
"LUAD" 486 351
"LUAD" 486 46
"LUAD" 486 61
"LUAD" 486 8
"LUAD" 486 118
"LUAD" 486 543
"LUAD" 486 274
"LUAD" 486 23
"LUAD" 486 132
"LUAD" 486 31
"LUAD" 486 215
"LUAD" 486 132
"LUAD" 486 123
"LUAD" 486 149
"LUAD" 486 649
"LUAD" 486 43
"LUAD" 486 297
"LUAD" 486 78
"LUAD" 486 633
"LUAD" 486 18
"LUAD" 486 153
"LUAD" 486 206
"LUAD" 486 23
"LUAD" 486 73
"LUAD" 486 179
"LUAD" 486 44
"LUAD" 486 135
"LUAD" 486 246
"LUAD" 486 255
"LUAD" 486 62
"LUAD" 486 105
"LUAD" 486 262
"LUAD" 486 186
"LUAD" 486 401
"LUAD" 486 316
"LUAD" 486 305
"LUAD" 486 139
"LUAD" 486 112
"LUAD" 486 493
"LUAD" 486 428
"LUAD" 486 377
"LUAD" 486 197
"LUAD" 486 150
"LUAD" 486 32
"LUAD" 486 61
"LUAD" 486 57
"LUAD" 486 339
"LUAD" 486 101
"LUAD" 486 238
"LUAD" 486 203
"LUAD" 486 37
"LUAD" 486 121
"LUAD" 486 32
"LUAD" 486 135
"LUAD" 486 76
"LUAD" 486 135
"LUAD" 486 33
"LUAD" 486 206
"LUAD" 486 488
"LUAD" 486 149
"LUAD" 486 89
"LUAD" 486 120
"LUAD" 486 312
"LUAD" 486 54
"LUAD" 486 94
"LUAD" 486 278
"LUAD" 486 95
"LUAD" 486 403
"LUAD" 486 419
"LUAD" 486 541
"LUAD" 486 395
"LUAD" 486 466
"LUAD" 486 2
"LUAD" 486 89
"LUAD" 486 90
"LUAD" 486 210
"LUAD" 486 570
"LUAD" 486 72
"LUAD" 486 18
"LUAD" 486 65
"LUAD" 486 103
"LUAD" 486 206
"LUAD" 486 349
"LUAD" 486 77
"LUAD" 486 81
"LUAD" 486 59
"LUAD" 486 260
"LUAD" 486 34
"LUAD" 486 40
"LUAD" 486 424
"LUAD" 486 611
"LUAD" 486 196
"LUAD" 486 207
"LUAD" 486 337
"LUAD" 486 66
"LUAD" 486 39
"LUAD" 486 170
"LUAD" 486 33
"LUAD" 486 56
"LUAD" 486 17
"LUAD" 486 547
"LUAD" 486 261
"LUAD" 486 95
"LUAD" 486 327
"LUAD" 486 380
"LUAD" 486 125
"LUAD" 486 210
"LUAD" 486 118
"LUAD" 486 315
"LUAD" 486 11
"LUAD" 486 77
"LUAD" 486 83
"LUAD" 486 346
"LUAD" 486 287
"LUAD" 486 111
"LUAD" 486 54
"LUAD" 486 48
"LUAD" 486 23
"LUAD" 486 105
"LUAD" 486 10
"LUAD" 486 42
"LUAD" 486 78
"LUAD" 486 304
"LUAD" 486 149
"LUAD" 486 116
"LUAD" 486 146
"LUAD" 486 31
"LUAD" 486 252
"LUAD" 486 31
"LUAD" 486 187
"LUAD" 486 277
"LUAD" 486 155
"LUAD" 486 82
"LUAD" 486 73
"LUAD" 486 164
"LUAD" 486 64
"LUAD" 486 101
"LUAD" 486 1
"LUAD" 486 97
"LUAD" 486 216
"LUAD" 486 155
"LUAD" 486 237
"LUAD" 486 123
"LUAD" 486 456
"LUAD" 486 165
"LUAD" 486 19
"LUAD" 486 58
"LUAD" 486 25
"LUAD" 486 373
"LUAD" 486 289
"LUAD" 486 93
"LUAD" 486 72
"LUAD" 486 289
"LUAD" 486 145
"LUAD" 486 339
"LUAD" 486 17
"LUAD" 486 214
"LUAD" 486 250
"LUAD" 486 183
"LUAD" 486 450
"LUAD" 486 23
"LUAD" 486 674
"LUAD" 486 119
"LUAD" 486 197
"LUAD" 486 372
"LUAD" 486 25
"LUAD" 486 6
"LUAD" 486 173
"LUAD" 486 150
"LUAD" 486 71
"LUAD" 486 305
"LUAD" 486 16
"LUAD" 486 302
"LUAD" 486 47
"LUAD" 486 264
"LUAD" 486 239
"LUAD" 486 28
"LUAD" 486 228
"LUAD" 486 192
"LUAD" 486 178
"LUAD" 486 151
"LUAD" 486 496
"LUAD" 486 456
"LUAD" 486 25
"LUAD" 486 93
"LUAD" 486 43
"LUAD" 486 16
"LUAD" 486 53
"LUAD" 486 342
"LUAD" 486 29
"LUAD" 486 579
"LUAD" 486 191
"LUAD" 486 118
"LUAD" 486 75
"LUAD" 486 31
"LUAD" 486 36
"LUAD" 486 19
"LUAD" 486 70
"LUAD" 486 61
"LUAD" 486 40
"LUAD" 486 388
"LUAD" 486 337
"LUAD" 486 49
"LUAD" 486 95
"LUAD" 486 302
"LUAD" 486 315
"LUAD" 486 252
"LUAD" 486 110
"LUAD" 486 141
"LUAD" 486 67
"LUAD" 486 72
"LUAD" 486 171
"LUAD" 486 24
"LUAD" 486 125
"LUAD" 486 44
"LUAD" 486 22
"LUAD" 486 47
"LUAD" 486 64
"LUAD" 486 402
"LUAD" 486 169
"LUAD" 486 357
"LUAD" 486 390
"LUAD" 486 546
"LUAD" 486 105
"LUAD" 486 48
"LUAD" 486 185
"LUAD" 486 317
"LUAD" 486 42
"LUAD" 486 55
"LUAD" 486 230
"LUAD" 486 152
"LUAD" 486 334
"LUAD" 486 238
"LUAD" 486 35
"LUAD" 486 57
"LUAD" 486 162
"LUAD" 486 68
"LUAD" 486 49
"LUAD" 486 618
"LUAD" 486 83
"LUAD" 486 116
"LUAD" 486 412
"LUAD" 486 127
"LUAD" 486 38
"LUAD" 486 53
"LUAD" 486 45
"LUAD" 486 243
"LUAD" 486 11
"LUAD" 486 485
"LUAD" 486 19
"LUAD" 486 155
"LUAD" 486 127
"LUAD" 486 113
"LUAD" 486 223
"LUAD" 486 154
"LUAD" 486 99
"LUAD" 486 271
"LUAD" 486 133
"LUAD" 486 80
"LUAD" 486 144
"LUAD" 486 203
"LUAD" 486 27
"LUAD" 486 131
"LUAD" 486 55
"LUAD" 486 16
"LUAD" 486 137
"LUAD" 486 69
"LUAD" 486 524
"LUAD" 486 385
"LUAD" 486 93
"LUAD" 486 318
"LUAD" 486 20
"LUAD" 486 241
"LUAD" 486 80
"LUAD" 486 490
"LUAD" 486 11
"LUAD" 486 66
"LUAD" 486 152
"LUAD" 486 81
"LUAD" 486 105
"LUAD" 486 143
"LUAD" 486 152
"LUAD" 486 41
"LUAD" 486 595
"LUAD" 486 141
"LUAD" 486 139
"LUAD" 486 99
"LUAD" 486 47
"LUAD" 486 39
"LUAD" 486 145
"LUAD" 486 200
"LUAD" 486 152
"LUAD" 486 35
"LUAD" 486 191
"LUAD" 486 46
"LUAD" 486 38
"LUAD" 486 53
"LUAD" 486 66
"LUAD" 486 352
"LUAD" 486 33
"LUAD" 486 155
"LUAD" 486 107
"LUAD" 486 386
"LUAD" 486 25
"LUAD" 486 83
"LUAD" 486 29
"LUAD" 486 189
"LUAD" 486 306
"LUAD" 486 178
"LUAD" 486 242
"LUAD" 486 50
"LUAD" 486 1
"LUAD" 486 188
"LUAD" 486 434
"LUAD" 486 162
"LUAD" 486 194
"LUAD" 486 57
"LUAD" 486 293
"LUAD" 486 372
"LUAD" 486 66
"LUAD" 486 140
"LUAD" 486 18
"LUAD" 486 29
"LUAD" 486 210
"LUAD" 486 295
"LUAD" 486 13
"LUAD" 486 81
"LUAD" 486 79
"LUAD" 486 336
"LUAD" 486 55
"LUAD" 486 33
"LUAD" 486 37
"LUAD" 486 82
"LUAD" 486 253
"LUAD" 486 620
"LUAD" 486 160
"LUAD" 486 353
"LUAD" 486 107
"LUAD" 486 66
"LUAD" 486 63
"LUAD" 486 162
"LUAD" 486 303
"LUAD" 486 83
"LUAD" 486 181
"LUAD" 486 112
"LUAD" 486 21
"LUAD" 486 24
"LUAD" 486 291
"LUAD" 486 311
"LUAD" 486 268
"LUAD" 486 55
"LUAD" 486 169
"LUAD" 486 115
"LUAD" 486 19
"LUAD" 486 91
"LUAD" 486 22
"LUAD" 486 111
"LUAD" 486 39
"LUAD" 486 15
"LUAD" 486 111
"LUAD" 486 255
"LUAD" 486 34
"LUAD" 486 22
"LUAD" 486 140
"LUAD" 486 101
"LUAD" 486 15
"LUAD" 486 210
"LUAD" 486 304
"LUAD" 486 337
"LUAD" 486 290
"LUAD" 486 262
"LUAD" 486 118
"LUAD" 486 40
"LUAD" 486 51
"LUAD" 486 106
"LUAD" 486 201
"LUAD" 486 33
"LUAD" 486 57
"LUAD" 486 205
"LUAD" 486 8
"LUAD" 486 173
"LUAD" 486 367
"LUAD" 486 21
"LUAD" 486 190
"LUAD" 486 91
"LUAD" 486 503
"LUAD" 486 300
"LUAD" 486 294
"LUAD" 486 224
"LUAD" 486 41
"LUAD" 486 123
"LUAD" 486 54
"LUAD" 486 272
"LUAD" 486 45
"LUAD" 486 92
"LUAD" 486 75
"LUAD" 486 19
"LUAD" 486 219
"LUAD" 486 155
"LUAD" 486 47
"LUAD" 486 94
"LUAD" 486 275
"LUAD" 486 72
"LUAD" 486 147
"LUAD" 486 64
"LUAD" 486 231
"LUAD" 486 37
"LUAD" 486 375
"LUAD" 486 97
"LUAD" 486 289
"LUAD" 486 328
"LUAD" 486 84
"LUAD" 486 95
"LUAD" 486 162
"LUAD" 486 21
"LUAD" 486 112
"LUAD" 486 81
"LUSC" 480 166
"LUSC" 480 109
"LUSC" 480 248
"LUSC" 480 107
"LUSC" 480 149
"LUSC" 480 279
"LUSC" 480 171
"LUSC" 480 166
"LUSC" 480 92
"LUSC" 480 226
"LUSC" 480 266
"LUSC" 480 176
"LUSC" 480 124
"LUSC" 480 67
"LUSC" 480 97
"LUSC" 480 220
"LUSC" 480 50
"LUSC" 480 80
"LUSC" 480 256
"LUSC" 480 186
"LUSC" 480 554
"LUSC" 480 218
"LUSC" 480 231
"LUSC" 480 135
"LUSC" 480 179
"LUSC" 480 170
"LUSC" 480 259
"LUSC" 480 122
"LUSC" 480 74
"LUSC" 480 245
"LUSC" 480 184
"LUSC" 480 230
"LUSC" 480 243
"LUSC" 480 128
"LUSC" 480 316
"LUSC" 480 348
"LUSC" 480 180
"LUSC" 480 286
"LUSC" 480 266
"LUSC" 480 324
"LUSC" 480 235
"LUSC" 480 157
"LUSC" 480 263
"LUSC" 480 119
"LUSC" 480 137
"LUSC" 480 258
"LUSC" 480 7
"LUSC" 480 21
"LUSC" 480 1
"LUSC" 480 4
"LUSC" 480 7
"LUSC" 480 7
"LUSC" 480 3
"LUSC" 480 8
"LUSC" 480 3
"LUSC" 480 4
"LUSC" 480 133
"LUSC" 480 48
"LUSC" 480 141
"LUSC" 480 209
"LUSC" 480 77
"LUSC" 480 211
"LUSC" 480 203
"LUSC" 480 172
"LUSC" 480 200
"LUSC" 480 251
"LUSC" 480 193
"LUSC" 480 146
"LUSC" 480 371
"LUSC" 480 128
"LUSC" 480 135
"LUSC" 480 142
"LUSC" 480 263
"LUSC" 480 147
"LUSC" 480 272
"LUSC" 480 277
"LUSC" 480 89
"LUSC" 480 148
"LUSC" 480 77
"LUSC" 480 69
"LUSC" 480 153
"LUSC" 480 186
"LUSC" 480 69
"LUSC" 480 172
"LUSC" 480 136
"LUSC" 480 110
"LUSC" 480 245
"LUSC" 480 197
"LUSC" 480 100
"LUSC" 480 222
"LUSC" 480 121
"LUSC" 480 155
"LUSC" 480 64
"LUSC" 480 41
"LUSC" 480 129
"LUSC" 480 414
"LUSC" 480 157
"LUSC" 480 254
"LUSC" 480 491
"LUSC" 480 60
"LUSC" 480 119
"LUSC" 480 343
"LUSC" 480 108
"LUSC" 480 200
"LUSC" 480 113
"LUSC" 480 163
"LUSC" 480 169
"LUSC" 480 221
"LUSC" 480 230
"LUSC" 480 251
"LUSC" 480 196
"LUSC" 480 118
"LUSC" 480 123
"LUSC" 480 115
"LUSC" 480 375
"LUSC" 480 142
"LUSC" 480 73
"LUSC" 480 289
"LUSC" 480 221
"LUSC" 480 128
"LUSC" 480 129
"LUSC" 480 158
"LUSC" 480 251
"LUSC" 480 240
"LUSC" 480 262
"LUSC" 480 117
"LUSC" 480 198
"LUSC" 480 402
"LUSC" 480 253
"LUSC" 480 93
"LUSC" 480 174
"LUSC" 480 435
"LUSC" 480 124
"LUSC" 480 127
"LUSC" 480 150
"LUSC" 480 160
"LUSC" 480 126
"LUSC" 480 170
"LUSC" 480 237
"LUSC" 480 147
"LUSC" 480 153
"LUSC" 480 345
"LUSC" 480 325
"LUSC" 480 23
"LUSC" 480 191
"LUSC" 480 239
"LUSC" 480 194
"LUSC" 480 584
"LUSC" 480 2
"LUSC" 480 216
"LUSC" 480 180
"LUSC" 480 229
"LUSC" 480 501
"LUSC" 480 268
"LUSC" 480 215
"LUSC" 480 159
"LUSC" 480 440
"LUSC" 480 231
"LUSC" 480 114
"LUSC" 480 95
"LUSC" 480 145
"LUSC" 480 133
"LUSC" 480 116
"LUSC" 480 97
"LUSC" 480 166
"LUSC" 480 404
"LUSC" 480 382
"LUSC" 480 104
"LUSC" 480 175
"LUSC" 480 149
"LUSC" 480 98
"LUSC" 480 303
"LUSC" 480 345
"LUSC" 480 224
"LUSC" 480 623
"LUSC" 480 431
"LUSC" 480 209
"LUSC" 480 103
"LUSC" 480 151
"LUSC" 480 130
"LUSC" 480 42
"LUSC" 480 232
"LUSC" 480 87
"LUSC" 480 133
"LUSC" 480 143
"LUSC" 480 244
"LUSC" 480 406
"LUSC" 480 229
"LUSC" 480 171
"LUSC" 480 177
"LUSC" 480 142
"LUSC" 480 147
"LUSC" 480 86
"LUSC" 480 173
"LUSC" 480 566
"LUSC" 480 136
"LUSC" 480 142
"LUSC" 480 264
"LUSC" 480 190
"LUSC" 480 145
"LUSC" 480 416
"LUSC" 480 179
"LUSC" 480 162
"LUSC" 480 256
"LUSC" 480 96
"LUSC" 480 65
"LUSC" 480 100
"LUSC" 480 192
"LUSC" 480 217
"LUSC" 480 176
"LUSC" 480 233
"LUSC" 480 191
"LUSC" 480 157
"LUSC" 480 88
"LUSC" 480 260
"LUSC" 480 231
"LUSC" 480 242
"LUSC" 480 177
"LUSC" 480 140
"LUSC" 480 103
"LUSC" 480 119
"LUSC" 480 153
"LUSC" 480 254
"LUSC" 480 283
"LUSC" 480 237
"LUSC" 480 99
"LUSC" 480 108
"LUSC" 480 156
"LUSC" 480 139
"LUSC" 480 84
"LUSC" 480 298
"LUSC" 480 157
"LUSC" 480 280
"LUSC" 480 142
"LUSC" 480 196
"LUSC" 480 159
"LUSC" 480 91
"LUSC" 480 69
"LUSC" 480 155
"LUSC" 480 142
"LUSC" 480 347
"LUSC" 480 164
"LUSC" 480 106
"LUSC" 480 115
"LUSC" 480 222
"LUSC" 480 180
"LUSC" 480 117
"LUSC" 480 89
"LUSC" 480 161
"LUSC" 480 259
"LUSC" 480 125
"LUSC" 480 145
"LUSC" 480 8
"LUSC" 480 205
"LUSC" 480 128
"LUSC" 480 69
"LUSC" 480 138
"LUSC" 480 105
"LUSC" 480 140
"LUSC" 480 55
"LUSC" 480 583
"LUSC" 480 96
"LUSC" 480 11
"LUSC" 480 290
"LUSC" 480 131
"LUSC" 480 181
"LUSC" 480 100
"LUSC" 480 193
"LUSC" 480 212
"LUSC" 480 226
"LUSC" 480 120
"LUSC" 480 158
"LUSC" 480 115
"LUSC" 480 93
"LUSC" 480 61
"LUSC" 480 222
"LUSC" 480 73
"LUSC" 480 144
"LUSC" 480 128
"LUSC" 480 123
"LUSC" 480 157
"LUSC" 480 23
"LUSC" 480 126
"LUSC" 480 100
"LUSC" 480 270
"LUSC" 480 154
"LUSC" 480 127
"LUSC" 480 81
"LUSC" 480 310
"LUSC" 480 104
"LUSC" 480 136
"LUSC" 480 137
"LUSC" 480 139
"LUSC" 480 188
"LUSC" 480 143
"LUSC" 480 159
"LUSC" 480 211
"LUSC" 480 257
"LUSC" 480 65
"LUSC" 480 225
"LUSC" 480 240
"LUSC" 480 149
"LUSC" 480 164
"LUSC" 480 370
"LUSC" 480 108
"LUSC" 480 88
"LUSC" 480 92
"LUSC" 480 90
"LUSC" 480 230
"LUSC" 480 163
"LUSC" 480 144
"LUSC" 480 319
"LUSC" 480 137
"LUSC" 480 184
"LUSC" 480 89
"LUSC" 480 106
"LUSC" 480 130
"LUSC" 480 71
"LUSC" 480 216
"LUSC" 480 196
"LUSC" 480 237
"LUSC" 480 282
"LUSC" 480 198
"LUSC" 480 80
"LUSC" 480 256
"LUSC" 480 128
"LUSC" 480 147
"LUSC" 480 118
"LUSC" 480 465
"LUSC" 480 169
"LUSC" 480 139
"LUSC" 480 220
"LUSC" 480 86
"LUSC" 480 258
"LUSC" 480 246
"LUSC" 480 58
"LUSC" 480 107
"LUSC" 480 117
"LUSC" 480 205
"LUSC" 480 125
"LUSC" 480 40
"LUSC" 480 253
"LUSC" 480 295
"LUSC" 480 62
"LUSC" 480 140
"LUSC" 480 253
"LUSC" 480 100
"LUSC" 480 260
"LUSC" 480 90
"LUSC" 480 113
"LUSC" 480 171
"LUSC" 480 78
"LUSC" 480 116
"LUSC" 480 131
"LUSC" 480 142
"LUSC" 480 1
"LUSC" 480 101
"LUSC" 480 400
"LUSC" 480 312
"LUSC" 480 65
"LUSC" 480 142
"LUSC" 480 97
"LUSC" 480 86
"LUSC" 480 74
"LUSC" 480 185
"LUSC" 480 123
"LUSC" 480 25
"LUSC" 480 287
"LUSC" 480 164
"LUSC" 480 185
"LUSC" 480 135
"LUSC" 480 193
"LUSC" 480 89
"LUSC" 480 122
"LUSC" 480 130
"LUSC" 480 153
"LUSC" 480 104
"LUSC" 480 182
"LUSC" 480 92
"LUSC" 480 128
"LUSC" 480 158
"LUSC" 480 243
"LUSC" 480 131
"LUSC" 480 192
"LUSC" 480 172
"LUSC" 480 140
"LUSC" 480 187
"LUSC" 480 93
"LUSC" 480 174
"LUSC" 480 112
"LUSC" 480 141
"LUSC" 480 143
"LUSC" 480 73
"LUSC" 480 198
"LUSC" 480 182
"LUSC" 480 219
"LUSC" 480 165
"LUSC" 480 143
"LUSC" 480 151
"LUSC" 480 524
"LUSC" 480 114
"LUSC" 480 326
"LUSC" 480 165
"LUSC" 480 6
"LUSC" 480 205
