"cancer" "samples" "ntotal"
"BRCA" 1599 40
"BRCA" 1599 27
"BRCA" 1599 45
"BRCA" 1599 38
"BRCA" 1599 73
"BRCA" 1599 18
"BRCA" 1599 45
"BRCA" 1599 14
"BRCA" 1599 23
"BRCA" 1599 117
"BRCA" 1599 43
"BRCA" 1599 52
"BRCA" 1599 33
"BRCA" 1599 30
"BRCA" 1599 55
"BRCA" 1599 18
"BRCA" 1599 46
"BRCA" 1599 50
"BRCA" 1599 17
"BRCA" 1599 43
"BRCA" 1599 129
"BRCA" 1599 19
"BRCA" 1599 23
"BRCA" 1599 125
"BRCA" 1599 16
"BRCA" 1599 23
"BRCA" 1599 35
"BRCA" 1599 65
"BRCA" 1599 20
"BRCA" 1599 80
"BRCA" 1599 37
"BRCA" 1599 33
"BRCA" 1599 14
"BRCA" 1599 12
"BRCA" 1599 20
"BRCA" 1599 15
"BRCA" 1599 9
"BRCA" 1599 72
"BRCA" 1599 237
"BRCA" 1599 4
"BRCA" 1599 6
"BRCA" 1599 24
"BRCA" 1599 4
"BRCA" 1599 20
"BRCA" 1599 43
"BRCA" 1599 11
"BRCA" 1599 10
"BRCA" 1599 12
"BRCA" 1599 418
"BRCA" 1599 38
"BRCA" 1599 18
"BRCA" 1599 52
"BRCA" 1599 70
"BRCA" 1599 19
"BRCA" 1599 26
"BRCA" 1599 13
"BRCA" 1599 46
"BRCA" 1599 23
"BRCA" 1599 20
"BRCA" 1599 16
"BRCA" 1599 8
"BRCA" 1599 28
"BRCA" 1599 46
"BRCA" 1599 33
"BRCA" 1599 22
"BRCA" 1599 13
"BRCA" 1599 13
"BRCA" 1599 38
"BRCA" 1599 36
"BRCA" 1599 10
"BRCA" 1599 24
"BRCA" 1599 85
"BRCA" 1599 13
"BRCA" 1599 67
"BRCA" 1599 200
"BRCA" 1599 15
"BRCA" 1599 55
"BRCA" 1599 27
"BRCA" 1599 40
"BRCA" 1599 11
"BRCA" 1599 12
"BRCA" 1599 21
"BRCA" 1599 23
"BRCA" 1599 30
"BRCA" 1599 16
"BRCA" 1599 29
"BRCA" 1599 6
"BRCA" 1599 13
"BRCA" 1599 28
"BRCA" 1599 27
"BRCA" 1599 1
"BRCA" 1599 34
"BRCA" 1599 15
"BRCA" 1599 19
"BRCA" 1599 3
"BRCA" 1599 4
"BRCA" 1599 2
"BRCA" 1599 3
"BRCA" 1599 1
"BRCA" 1599 4
"BRCA" 1599 10
"BRCA" 1599 4
"BRCA" 1599 11
"BRCA" 1599 27
"BRCA" 1599 2
"BRCA" 1599 15
"BRCA" 1599 5
"BRCA" 1599 3
"BRCA" 1599 7
"BRCA" 1599 5
"BRCA" 1599 1
"BRCA" 1599 10
"BRCA" 1599 5
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 3
"BRCA" 1599 7
"BRCA" 1599 3
"BRCA" 1599 6
"BRCA" 1599 6
"BRCA" 1599 2
"BRCA" 1599 5
"BRCA" 1599 1
"BRCA" 1599 5
"BRCA" 1599 4
"BRCA" 1599 12
"BRCA" 1599 4
"BRCA" 1599 6
"BRCA" 1599 3
"BRCA" 1599 5
"BRCA" 1599 3
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 2
"BRCA" 1599 6
"BRCA" 1599 5
"BRCA" 1599 12
"BRCA" 1599 3
"BRCA" 1599 6
"BRCA" 1599 2
"BRCA" 1599 1
"BRCA" 1599 4
"BRCA" 1599 4
"BRCA" 1599 6
"BRCA" 1599 3
"BRCA" 1599 3
"BRCA" 1599 3
"BRCA" 1599 3
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 2
"BRCA" 1599 2
"BRCA" 1599 2
"BRCA" 1599 5
"BRCA" 1599 2
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 3
"BRCA" 1599 1
"BRCA" 1599 3
"BRCA" 1599 3
"BRCA" 1599 1
"BRCA" 1599 1
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 4
"BRCA" 1599 2
"BRCA" 1599 1
"BRCA" 1599 2
"BRCA" 1599 2
"BRCA" 1599 4
"BRCA" 1599 2
"BRCA" 1599 1
"BRCA" 1599 4
"BRCA" 1599 2
"BRCA" 1599 1
"BRCA" 1599 17
"BRCA" 1599 350
"BRCA" 1599 23
"BRCA" 1599 27
"BRCA" 1599 14
"BRCA" 1599 103
"BRCA" 1599 17
"BRCA" 1599 10
"BRCA" 1599 26
"BRCA" 1599 17
"BRCA" 1599 33
"BRCA" 1599 19
"BRCA" 1599 65
"BRCA" 1599 125
"BRCA" 1599 22
"BRCA" 1599 47
"BRCA" 1599 35
"BRCA" 1599 187
"BRCA" 1599 37
"BRCA" 1599 28
"BRCA" 1599 58
"BRCA" 1599 36
"BRCA" 1599 87
"BRCA" 1599 7
"BRCA" 1599 85
"BRCA" 1599 102
"BRCA" 1599 17
"BRCA" 1599 16
"BRCA" 1599 41
"BRCA" 1599 14
"BRCA" 1599 20
"BRCA" 1599 5
"BRCA" 1599 8
"BRCA" 1599 10
"BRCA" 1599 11
"BRCA" 1599 17
"BRCA" 1599 13
"BRCA" 1599 82
"BRCA" 1599 111
"BRCA" 1599 18
"BRCA" 1599 15
"BRCA" 1599 21
"BRCA" 1599 9
"BRCA" 1599 8
"BRCA" 1599 14
"BRCA" 1599 16
"BRCA" 1599 40
"BRCA" 1599 16
"BRCA" 1599 14
"BRCA" 1599 45
"BRCA" 1599 5
"BRCA" 1599 58
"BRCA" 1599 225
"BRCA" 1599 16
"BRCA" 1599 60
"BRCA" 1599 37
"BRCA" 1599 28
"BRCA" 1599 49
"BRCA" 1599 13
"BRCA" 1599 15
"BRCA" 1599 11
"BRCA" 1599 15
"BRCA" 1599 7
"BRCA" 1599 62
"BRCA" 1599 24
"BRCA" 1599 29
"BRCA" 1599 38
"BRCA" 1599 2
"BRCA" 1599 6
"BRCA" 1599 52
"BRCA" 1599 12
"BRCA" 1599 25
"BRCA" 1599 5
"BRCA" 1599 25
"BRCA" 1599 47
"BRCA" 1599 17
"BRCA" 1599 40
"BRCA" 1599 10
"BRCA" 1599 4
"BRCA" 1599 101
"BRCA" 1599 19
"BRCA" 1599 39
"BRCA" 1599 24
"BRCA" 1599 14
"BRCA" 1599 30
"BRCA" 1599 28
"BRCA" 1599 69
"BRCA" 1599 27
"BRCA" 1599 14
"BRCA" 1599 19
"BRCA" 1599 13
"BRCA" 1599 15
"BRCA" 1599 15
"BRCA" 1599 30
"BRCA" 1599 58
"BRCA" 1599 85
"BRCA" 1599 119
"BRCA" 1599 19
"BRCA" 1599 18
"BRCA" 1599 29
"BRCA" 1599 41
"BRCA" 1599 73
"BRCA" 1599 71
"BRCA" 1599 78
"BRCA" 1599 8
"BRCA" 1599 57
"BRCA" 1599 13
"BRCA" 1599 7
"BRCA" 1599 5
"BRCA" 1599 19
"BRCA" 1599 11
"BRCA" 1599 12
"BRCA" 1599 8
"BRCA" 1599 17
"BRCA" 1599 14
"BRCA" 1599 19
"BRCA" 1599 78
"BRCA" 1599 7
"BRCA" 1599 13
"BRCA" 1599 36
"BRCA" 1599 83
"BRCA" 1599 20
"BRCA" 1599 302
"BRCA" 1599 38
"BRCA" 1599 55
"BRCA" 1599 43
"BRCA" 1599 38
"BRCA" 1599 10
"BRCA" 1599 92
"BRCA" 1599 37
"BRCA" 1599 13
"BRCA" 1599 15
"BRCA" 1599 9
"BRCA" 1599 98
"BRCA" 1599 57
"BRCA" 1599 11
"BRCA" 1599 26
"BRCA" 1599 16
"BRCA" 1599 98
"BRCA" 1599 20
"BRCA" 1599 17
"BRCA" 1599 18
"BRCA" 1599 9
"BRCA" 1599 74
"BRCA" 1599 19
"BRCA" 1599 215
"BRCA" 1599 562
"BRCA" 1599 3
"BRCA" 1599 36
"BRCA" 1599 10
"BRCA" 1599 21
"BRCA" 1599 12
"BRCA" 1599 75
"BRCA" 1599 5
"BRCA" 1599 13
"BRCA" 1599 37
"BRCA" 1599 17
"BRCA" 1599 27
"BRCA" 1599 20
"BRCA" 1599 4
"BRCA" 1599 47
"BRCA" 1599 25
"BRCA" 1599 47
"BRCA" 1599 37
"BRCA" 1599 13
"BRCA" 1599 10
"BRCA" 1599 12
"BRCA" 1599 36
"BRCA" 1599 40
"BRCA" 1599 24
"BRCA" 1599 22
"BRCA" 1599 50
"BRCA" 1599 37
"BRCA" 1599 45
"BRCA" 1599 44
"BRCA" 1599 33
"BRCA" 1599 39
"BRCA" 1599 25
"BRCA" 1599 56
"BRCA" 1599 29
"BRCA" 1599 19
"BRCA" 1599 108
"BRCA" 1599 51
"BRCA" 1599 55
"BRCA" 1599 29
"BRCA" 1599 41
"BRCA" 1599 19
"BRCA" 1599 16
"BRCA" 1599 69
"BRCA" 1599 21
"BRCA" 1599 26
"BRCA" 1599 34
"BRCA" 1599 17
"BRCA" 1599 17
"BRCA" 1599 15
"BRCA" 1599 27
"BRCA" 1599 16
"BRCA" 1599 14
"BRCA" 1599 92
"BRCA" 1599 18
"BRCA" 1599 27
"BRCA" 1599 8
"BRCA" 1599 23
"BRCA" 1599 12
"BRCA" 1599 11
"BRCA" 1599 118
"BRCA" 1599 17
"BRCA" 1599 32
"BRCA" 1599 8
"BRCA" 1599 19
"BRCA" 1599 17
"BRCA" 1599 9
"BRCA" 1599 16
"BRCA" 1599 87
"BRCA" 1599 117
"BRCA" 1599 12
"BRCA" 1599 22
"BRCA" 1599 44
"BRCA" 1599 192
"BRCA" 1599 41
"BRCA" 1599 25
"BRCA" 1599 7
"BRCA" 1599 25
"BRCA" 1599 10
"BRCA" 1599 7
"BRCA" 1599 32
"BRCA" 1599 19
"BRCA" 1599 21
"BRCA" 1599 19
"BRCA" 1599 51
"BRCA" 1599 25
"BRCA" 1599 19
"BRCA" 1599 40
"BRCA" 1599 17
"BRCA" 1599 16
"BRCA" 1599 21
"BRCA" 1599 12
"BRCA" 1599 24
"BRCA" 1599 24
"BRCA" 1599 10
"BRCA" 1599 11
"BRCA" 1599 19
"BRCA" 1599 20
"BRCA" 1599 19
"BRCA" 1599 42
"BRCA" 1599 13
"BRCA" 1599 48
"BRCA" 1599 11
"BRCA" 1599 8
"BRCA" 1599 39
"BRCA" 1599 22
"BRCA" 1599 11
"BRCA" 1599 21
"BRCA" 1599 30
"BRCA" 1599 25
"BRCA" 1599 7
"BRCA" 1599 23
"BRCA" 1599 34
"BRCA" 1599 51
"BRCA" 1599 481
"BRCA" 1599 23
"BRCA" 1599 17
"BRCA" 1599 15
"BRCA" 1599 21
"BRCA" 1599 14
"BRCA" 1599 26
"BRCA" 1599 12
"BRCA" 1599 37
"BRCA" 1599 9
"BRCA" 1599 19
"BRCA" 1599 104
"BRCA" 1599 11
"BRCA" 1599 7
"BRCA" 1599 26
"BRCA" 1599 13
"BRCA" 1599 175
"BRCA" 1599 28
"BRCA" 1599 19
"BRCA" 1599 7
"BRCA" 1599 28
"BRCA" 1599 14
"BRCA" 1599 14
"BRCA" 1599 24
"BRCA" 1599 30
"BRCA" 1599 31
"BRCA" 1599 38
"BRCA" 1599 13
"BRCA" 1599 11
"BRCA" 1599 18
"BRCA" 1599 6
"BRCA" 1599 45
"BRCA" 1599 85
"BRCA" 1599 8
"BRCA" 1599 18
"BRCA" 1599 13
"BRCA" 1599 8
"BRCA" 1599 84
"BRCA" 1599 11
"BRCA" 1599 11
"BRCA" 1599 198
"BRCA" 1599 20
"BRCA" 1599 28
"BRCA" 1599 19
"BRCA" 1599 174
"BRCA" 1599 26
"BRCA" 1599 11
"BRCA" 1599 16
"BRCA" 1599 17
"BRCA" 1599 114
"BRCA" 1599 31
"BRCA" 1599 25
"BRCA" 1599 18
"BRCA" 1599 46
"BRCA" 1599 37
"BRCA" 1599 28
"BRCA" 1599 10
"BRCA" 1599 22
"BRCA" 1599 198
"BRCA" 1599 51
"BRCA" 1599 19
"BRCA" 1599 53
"BRCA" 1599 128
"BRCA" 1599 28
"BRCA" 1599 17
"BRCA" 1599 21
"BRCA" 1599 71
"BRCA" 1599 11
"BRCA" 1599 17
"BRCA" 1599 22
"BRCA" 1599 43
"BRCA" 1599 34
"BRCA" 1599 21
"BRCA" 1599 22
"BRCA" 1599 88
"BRCA" 1599 11
"BRCA" 1599 12
"BRCA" 1599 19
"BRCA" 1599 16
"BRCA" 1599 8
"BRCA" 1599 33
"BRCA" 1599 65
"BRCA" 1599 8
"BRCA" 1599 62
"BRCA" 1599 14
"BRCA" 1599 18
"BRCA" 1599 41
"BRCA" 1599 23
"BRCA" 1599 40
"BRCA" 1599 57
"BRCA" 1599 14
"BRCA" 1599 300
"BRCA" 1599 12
"BRCA" 1599 24
"BRCA" 1599 39
"BRCA" 1599 42
"BRCA" 1599 20
"BRCA" 1599 8
"BRCA" 1599 29
"BRCA" 1599 46
"BRCA" 1599 8
"BRCA" 1599 20
"BRCA" 1599 89
"BRCA" 1599 41
"BRCA" 1599 10
"BRCA" 1599 25
"BRCA" 1599 98
"BRCA" 1599 113
"BRCA" 1599 30
"BRCA" 1599 30
"BRCA" 1599 37
"BRCA" 1599 30
"BRCA" 1599 23
"BRCA" 1599 34
"BRCA" 1599 37
"BRCA" 1599 41
"BRCA" 1599 17
"BRCA" 1599 62
"BRCA" 1599 40
"BRCA" 1599 32
"BRCA" 1599 29
"BRCA" 1599 22
"BRCA" 1599 17
"BRCA" 1599 28
"BRCA" 1599 31
"BRCA" 1599 67
"BRCA" 1599 41
"BRCA" 1599 22
"BRCA" 1599 235
"BRCA" 1599 27
"BRCA" 1599 17
"BRCA" 1599 50
"BRCA" 1599 36
"BRCA" 1599 41
"BRCA" 1599 459
"BRCA" 1599 25
"BRCA" 1599 11
"BRCA" 1599 145
"BRCA" 1599 81
"BRCA" 1599 28
"BRCA" 1599 17
"BRCA" 1599 99
"BRCA" 1599 92
"BRCA" 1599 31
"BRCA" 1599 101
"BRCA" 1599 157
"BRCA" 1599 29
"BRCA" 1599 15
"BRCA" 1599 51
"BRCA" 1599 61
"BRCA" 1599 58
"BRCA" 1599 13
"BRCA" 1599 84
"BRCA" 1599 29
"BRCA" 1599 27
"BRCA" 1599 19
"BRCA" 1599 106
"BRCA" 1599 462
"BRCA" 1599 128
"BRCA" 1599 29
"BRCA" 1599 52
"BRCA" 1599 68
"BRCA" 1599 16
"BRCA" 1599 27
"BRCA" 1599 81
"BRCA" 1599 14
"BRCA" 1599 17
"BRCA" 1599 46
"BRCA" 1599 125
"BRCA" 1599 60
"BRCA" 1599 29
"BRCA" 1599 85
"BRCA" 1599 70
"BRCA" 1599 14
"BRCA" 1599 21
"BRCA" 1599 10
"BRCA" 1599 32
"BRCA" 1599 24
"BRCA" 1599 14
"BRCA" 1599 58
"BRCA" 1599 11
"BRCA" 1599 22
"BRCA" 1599 17
"BRCA" 1599 24
"BRCA" 1599 12
"BRCA" 1599 60
"BRCA" 1599 28
"BRCA" 1599 6
"BRCA" 1599 533
"BRCA" 1599 17
"BRCA" 1599 14
"BRCA" 1599 26
"BRCA" 1599 15
"BRCA" 1599 18
"BRCA" 1599 61
"BRCA" 1599 31
"BRCA" 1599 50
"BRCA" 1599 43
"BRCA" 1599 112
"BRCA" 1599 9
"BRCA" 1599 37
"BRCA" 1599 7
"BRCA" 1599 616
"BRCA" 1599 24
"BRCA" 1599 13
"BRCA" 1599 25
"BRCA" 1599 44
"BRCA" 1599 27
"BRCA" 1599 11
"BRCA" 1599 22
"BRCA" 1599 14
"BRCA" 1599 117
"BRCA" 1599 31
"BRCA" 1599 18
"BRCA" 1599 20
"BRCA" 1599 89
"BRCA" 1599 23
"BRCA" 1599 21
"BRCA" 1599 38
"BRCA" 1599 17
"BRCA" 1599 94
"BRCA" 1599 13
"BRCA" 1599 28
"BRCA" 1599 248
"BRCA" 1599 12
"BRCA" 1599 53
"BRCA" 1599 23
"BRCA" 1599 16
"BRCA" 1599 70
"BRCA" 1599 27
"BRCA" 1599 80
"BRCA" 1599 59
"BRCA" 1599 24
"BRCA" 1599 43
"BRCA" 1599 54
"BRCA" 1599 14
"BRCA" 1599 31
"BRCA" 1599 37
"BRCA" 1599 56
"BRCA" 1599 95
"BRCA" 1599 40
"BRCA" 1599 27
"BRCA" 1599 19
"BRCA" 1599 19
"BRCA" 1599 25
"BRCA" 1599 19
"BRCA" 1599 13
"BRCA" 1599 22
"BRCA" 1599 56
"BRCA" 1599 19
"BRCA" 1599 17
"BRCA" 1599 21
"BRCA" 1599 35
"BRCA" 1599 16
"BRCA" 1599 31
"BRCA" 1599 30
"BRCA" 1599 32
"BRCA" 1599 20
"BRCA" 1599 22
"BRCA" 1599 28
"BRCA" 1599 15
"BRCA" 1599 25
"BRCA" 1599 14
"BRCA" 1599 10
"BRCA" 1599 21
"BRCA" 1599 51
"BRCA" 1599 18
"BRCA" 1599 8
"BRCA" 1599 10
"BRCA" 1599 14
"BRCA" 1599 115
"BRCA" 1599 8
"BRCA" 1599 12
"BRCA" 1599 12
"BRCA" 1599 46
"BRCA" 1599 16
"BRCA" 1599 14
"BRCA" 1599 62
"BRCA" 1599 23
"BRCA" 1599 128
"BRCA" 1599 22
"BRCA" 1599 73
"BRCA" 1599 30
"BRCA" 1599 9
"BRCA" 1599 14
"BRCA" 1599 29
"BRCA" 1599 68
"BRCA" 1599 33
"BRCA" 1599 49
"BRCA" 1599 15
"BRCA" 1599 13
"BRCA" 1599 21
"BRCA" 1599 18
"BRCA" 1599 37
"BRCA" 1599 65
"BRCA" 1599 39
"BRCA" 1599 33
"BRCA" 1599 10
"BRCA" 1599 12
"BRCA" 1599 16
"BRCA" 1599 32
"BRCA" 1599 10
"BRCA" 1599 78
"BRCA" 1599 19
"BRCA" 1599 20
"BRCA" 1599 31
"BRCA" 1599 13
"BRCA" 1599 14
"BRCA" 1599 29
"BRCA" 1599 12
"BRCA" 1599 33
"BRCA" 1599 101
"BRCA" 1599 21
"BRCA" 1599 57
"BRCA" 1599 8
"BRCA" 1599 46
"BRCA" 1599 7
"BRCA" 1599 29
"BRCA" 1599 12
"BRCA" 1599 18
"BRCA" 1599 43
"BRCA" 1599 17
"BRCA" 1599 79
"BRCA" 1599 51
"BRCA" 1599 18
"BRCA" 1599 48
"BRCA" 1599 51
"BRCA" 1599 8
"BRCA" 1599 26
"BRCA" 1599 15
"BRCA" 1599 12
"BRCA" 1599 15
"BRCA" 1599 59
"BRCA" 1599 37
"BRCA" 1599 12
"BRCA" 1599 33
"BRCA" 1599 31
"BRCA" 1599 18
"BRCA" 1599 18
"BRCA" 1599 13
"BRCA" 1599 48
"BRCA" 1599 11
"BRCA" 1599 12
"BRCA" 1599 54
"BRCA" 1599 17
"BRCA" 1599 14
"BRCA" 1599 212
"BRCA" 1599 10
"BRCA" 1599 13
"BRCA" 1599 20
"BRCA" 1599 66
"BRCA" 1599 8
"BRCA" 1599 44
"BRCA" 1599 16
"BRCA" 1599 1
"BRCA" 1599 14
"BRCA" 1599 40
"BRCA" 1599 10
"BRCA" 1599 17
"BRCA" 1599 10
"BRCA" 1599 19
"BRCA" 1599 48
"BRCA" 1599 13
"BRCA" 1599 5
"BRCA" 1599 31
"BRCA" 1599 14
"BRCA" 1599 12
"BRCA" 1599 15
"BRCA" 1599 27
"BRCA" 1599 8
"BRCA" 1599 49
"BRCA" 1599 41
"BRCA" 1599 15
"BRCA" 1599 24
"BRCA" 1599 80
"BRCA" 1599 313
"BRCA" 1599 22
"BRCA" 1599 74
"BRCA" 1599 9
"BRCA" 1599 33
"BRCA" 1599 122
"BRCA" 1599 53
"BRCA" 1599 16
"BRCA" 1599 23
"BRCA" 1599 18
"BRCA" 1599 13
"BRCA" 1599 105
"BRCA" 1599 37
"BRCA" 1599 10
"BRCA" 1599 18
"BRCA" 1599 14
"BRCA" 1599 50
"BRCA" 1599 10
"BRCA" 1599 14
"BRCA" 1599 21
"BRCA" 1599 137
"BRCA" 1599 31
"BRCA" 1599 19
"BRCA" 1599 15
"BRCA" 1599 1
"BRCA" 1599 12
"BRCA" 1599 44
"BRCA" 1599 12
"BRCA" 1599 20
"BRCA" 1599 30
"BRCA" 1599 45
"BRCA" 1599 28
"BRCA" 1599 29
"BRCA" 1599 22
"BRCA" 1599 74
"BRCA" 1599 22
"BRCA" 1599 28
"BRCA" 1599 45
"BRCA" 1599 24
"BRCA" 1599 97
"BRCA" 1599 26
"BRCA" 1599 11
"BRCA" 1599 26
"BRCA" 1599 39
"BRCA" 1599 16
"BRCA" 1599 49
"BRCA" 1599 26
"BRCA" 1599 9
"BRCA" 1599 107
"BRCA" 1599 14
"BRCA" 1599 6
"BRCA" 1599 79
"BRCA" 1599 19
"BRCA" 1599 11
"BRCA" 1599 27
"BRCA" 1599 32
"BRCA" 1599 23
"BRCA" 1599 41
"BRCA" 1599 20
"BRCA" 1599 17
"BRCA" 1599 57
"BRCA" 1599 13
"BRCA" 1599 26
"BRCA" 1599 7
"BRCA" 1599 39
"BRCA" 1599 65
"BRCA" 1599 33
"BRCA" 1599 295
"BRCA" 1599 70
"BRCA" 1599 23
"BRCA" 1599 2
"BRCA" 1599 57
"BRCA" 1599 19
"BRCA" 1599 22
"BRCA" 1599 23
"BRCA" 1599 35
"BRCA" 1599 65
"BRCA" 1599 30
"BRCA" 1599 22
"BRCA" 1599 12
"BRCA" 1599 26
"BRCA" 1599 56
"BRCA" 1599 45
"BRCA" 1599 82
"BRCA" 1599 16
"BRCA" 1599 10
"BRCA" 1599 35
"BRCA" 1599 18
"BRCA" 1599 27
"BRCA" 1599 107
"BRCA" 1599 14
"BRCA" 1599 39
"CESC" 279 32
"CESC" 279 20
"CESC" 279 55
"CESC" 279 63
"CESC" 279 51
"CESC" 279 33
"CESC" 279 114
"CESC" 279 36
"CESC" 279 25
"CESC" 279 14
"CESC" 279 16
"CESC" 279 77
"CESC" 279 71
"CESC" 279 71
"CESC" 279 51
"CESC" 279 59
"CESC" 279 46
"CESC" 279 48
"CESC" 279 80
"CESC" 279 61
"CESC" 279 99
"CESC" 279 82
"CESC" 279 86
"CESC" 279 35
"CESC" 279 46
"CESC" 279 83
"CESC" 279 114
"CESC" 279 157
"CESC" 279 95
"CESC" 279 40
"CESC" 279 88
"CESC" 279 77
"CESC" 279 45
"CESC" 279 62
"CESC" 279 338
"CESC" 279 61
"CESC" 279 219
"CESC" 279 93
"CESC" 279 35
"CESC" 279 27
"CESC" 279 129
"CESC" 279 63
"CESC" 279 33
"CESC" 279 24
"CESC" 279 27
"CESC" 279 45
"CESC" 279 38
"CESC" 279 82
"CESC" 279 76
"CESC" 279 13
"CESC" 279 69
"CESC" 279 44
"CESC" 279 101
"CESC" 279 133
"CESC" 279 80
"CESC" 279 38
"CESC" 279 146
"CESC" 279 37
"CESC" 279 51
"CESC" 279 163
"CESC" 279 39
"CESC" 279 197
"CESC" 279 147
"CESC" 279 108
"CESC" 279 70
"CESC" 279 1
"CESC" 279 67
"CESC" 279 50
"CESC" 279 186
"CESC" 279 51
"CESC" 279 36
"CESC" 279 51
"CESC" 279 213
"CESC" 279 108
"CESC" 279 121
"CESC" 279 46
"CESC" 279 82
"CESC" 279 183
"CESC" 279 97
"CESC" 279 38
"CESC" 279 384
"CESC" 279 204
"CESC" 279 89
"CESC" 279 19
"CESC" 279 59
"CESC" 279 31
"CESC" 279 72
"CESC" 279 20
"CESC" 279 46
"CESC" 279 43
"CESC" 279 60
"CESC" 279 42
"CESC" 279 519
"CESC" 279 64
"CESC" 279 55
"CESC" 279 37
"CESC" 279 83
"CESC" 279 31
"CESC" 279 70
"CESC" 279 140
"CESC" 279 47
"CESC" 279 34
"CESC" 279 13
"CESC" 279 30
"CESC" 279 41
"CESC" 279 35
"CESC" 279 40
"CESC" 279 78
"CESC" 279 49
"CESC" 279 106
"CESC" 279 18
"CESC" 279 76
"CESC" 279 392
"CESC" 279 55
"CESC" 279 114
"CESC" 279 190
"CESC" 279 80
"CESC" 279 184
"CESC" 279 134
"CESC" 279 61
"CESC" 279 115
"CESC" 279 116
"CESC" 279 251
"CESC" 279 148
"CESC" 279 91
"CESC" 279 81
"CESC" 279 138
"CESC" 279 110
"CESC" 279 35
"CESC" 279 65
"CESC" 279 28
"CESC" 279 20
"CESC" 279 35
"CESC" 279 35
"CESC" 279 25
"CESC" 279 74
"CESC" 279 114
"CESC" 279 47
"CESC" 279 40
"CESC" 279 121
"CESC" 279 65
"CESC" 279 32
"CESC" 279 42
"CESC" 279 40
"CESC" 279 46
"CESC" 279 139
"CESC" 279 53
"CESC" 279 29
"CESC" 279 50
"CESC" 279 46
"CESC" 279 51
"CESC" 279 47
"CESC" 279 38
"CESC" 279 24
"CESC" 279 15
"CESC" 279 29
"CESC" 279 27
"CESC" 279 70
"CESC" 279 572
"CESC" 279 225
"CESC" 279 229
"CESC" 279 22
"CESC" 279 47
"CESC" 279 39
"CESC" 279 142
"CESC" 279 23
"CESC" 279 25
"CESC" 279 56
"CESC" 279 71
"CESC" 279 34
"CESC" 279 487
"CESC" 279 41
"CESC" 279 34
"CESC" 279 32
"CESC" 279 258
"CESC" 279 68
"CESC" 279 28
"CESC" 279 148
"CESC" 279 27
"CESC" 279 93
"CESC" 279 39
"CESC" 279 39
"CESC" 279 109
"CESC" 279 118
"CESC" 279 310
"CESC" 279 299
"CESC" 279 40
"CESC" 279 43
"CESC" 279 57
"CESC" 279 118
"CESC" 279 97
"CESC" 279 40
"CESC" 279 260
"CESC" 279 37
"CESC" 279 116
"CESC" 279 12
"CESC" 279 67
"CESC" 279 154
"CESC" 279 43
"CESC" 279 25
"CESC" 279 14
"CESC" 279 62
"CESC" 279 29
"CESC" 279 23
"CESC" 279 254
"CESC" 279 174
"CESC" 279 32
"CESC" 279 47
"CESC" 279 93
"CESC" 279 25
"CESC" 279 42
"CESC" 279 85
"CESC" 279 88
"CESC" 279 143
"CESC" 279 214
"CESC" 279 49
"CESC" 279 22
"CESC" 279 120
"CESC" 279 91
"CESC" 279 76
"CESC" 279 85
"CESC" 279 70
"CESC" 279 47
"CESC" 279 184
"CESC" 279 29
"CESC" 279 444
"CESC" 279 71
"CESC" 279 69
"CESC" 279 236
"CESC" 279 46
"CESC" 279 40
"CESC" 279 556
"CESC" 279 168
"CESC" 279 56
"CESC" 279 254
"CESC" 279 110
"CESC" 279 108
"CESC" 279 70
"CESC" 279 121
"CESC" 279 105
"CESC" 279 143
"CESC" 279 92
"CESC" 279 194
"CESC" 279 88
"CESC" 279 34
"CESC" 279 31
"CESC" 279 118
"CESC" 279 13
"CESC" 279 73
"CESC" 279 10
"CESC" 279 43
"CESC" 279 57
"CESC" 279 73
"CESC" 279 109
"CESC" 279 30
"CESC" 279 104
"CESC" 279 34
"CESC" 279 105
"CESC" 279 80
"CESC" 279 84
"CESC" 279 68
"CESC" 279 73
"CESC" 279 56
"CESC" 279 46
"CESC" 279 82
"CESC" 279 37
"CESC" 279 39
"CESC" 279 42
"CESC" 279 90
"CESC" 279 59
"CESC" 279 37
"CESC" 279 38
"CESC" 279 57
"CESC" 279 38
"CESC" 279 101
"CESC" 279 254
"CESC" 279 75
"CESC" 279 72
"CESC" 279 45
"CH" 338 47
"CH" 338 56
"CH" 338 22
"CH" 338 68
"CH" 338 33
"CH" 338 62
"CH" 338 34
"CH" 338 73
"CH" 338 68
"CH" 338 71
"CH" 338 76
"CH" 338 59
"CH" 338 9
"CH" 338 44
"CH" 338 35
"CH" 338 31
"CH" 338 10
"CH" 338 22
"CH" 338 84
"CH" 338 28
"CH" 338 6
"CH" 338 64
"CH" 338 28
"CH" 338 28
"CH" 338 65
"CH" 338 6
"CH" 338 25
"CH" 338 40
"CH" 338 16
"CH" 338 16
"CH" 338 22
"CH" 338 19
"CH" 338 21
"CH" 338 49
"CH" 338 4
"CH" 338 2
"CH" 338 40
"CH" 338 18
"CH" 338 7
"CH" 338 2
"CH" 338 35
